baseMean	log2FoldChange	lfcSE	stat	pvalue	padj
transcript44445.rk.h1.chr16.nnic	308.423686382815	-10.7408549406759	0.851052201308739	-12.6206769974377	1.62418959610457e-36	5.64124262868955e-35
transcript19680.rk.h2.chr15.nic	81.1378278494256	9.81578785570507	0.778027567679362	12.6162468573997	1.71816582531529e-36	5.96013114945327e-35
transcript112430.rk.h1.chr06.nnic	36.2379329204845	-6.07863908436982	0.481923783791065	-12.6132788810547	1.78412851448917e-36	6.18116373265095e-35
transcript25229.rk.h1.chr01.nnic	53.0557716936087	-9.16851574088222	0.726935442231416	-12.6125584312389	1.80051631821513e-36	6.23010313474865e-35
transcript12800.rk.h2.chr13.nnic	96.3210582266192	10.0704197813549	0.799157776820778	12.6012911010104	2.07716230284112e-36	7.17832889675695e-35
transcript196934.rk.h2.chr14.nic	37.5942684364753	8.70020188261013	0.690624820320425	12.5975806640913	2.17720727845303e-36	7.50523405136818e-35
transcript277986.rk.h2.chr17.nnic	440.978671012761	12.2623714206254	0.973385443019926	12.5976523570986	2.17522956947864e-36	7.50523405136818e-35
transcript224965.rk.h1.chr04.nnic	69.1088882699633	-9.54695787716919	0.757885944284737	-12.5968266718275	2.19811529041835e-36	7.56783618049908e-35
transcript233711.rk.h2.chr11.nnic	49.4803911218509	9.10311134852624	0.72283470779957	12.5936279073229	2.28905789665446e-36	7.87110132928263e-35
transcript69190.rk.h2.chr01.nnic	52.9665276815046	9.20773698843821	0.731318344864356	12.5906003221429	2.37857489775706e-36	8.1687142654517e-35
transcript138179.rk.h2.chr08.nnic	41.6295898105385	8.85303568568245	0.703169489712792	12.5901874515324	2.39104885405003e-36	8.2013273458406e-35
transcript9290.rk.h2.chr07.nnic	56.6677622782816	9.29783260276306	0.738549242697949	12.5893197978211	2.41747532450545e-36	8.28165707249422e-35
transcript281009.rk.h2.chr11.nnic	39.2465910273977	8.7558492932565	0.69558508414275	12.5877473408553	2.46611010135242e-36	8.43777273559624e-35
transcript216395.rk.h1.chr07.nic	39.7112631738152	-8.73467552691877	0.693913382696589	-12.5875588289929	2.47200550374419e-36	8.44745007315461e-35
transcript85037.rk.h1.chr10.nnic	39.0290196739924	-8.71415456728382	0.69242727653801	-12.5849383213971	2.55542303337165e-36	8.72168731203907e-35
transcript87467.rk.h1.chr01.nnic	45.2244516275354	-8.93178674937025	0.709912975066627	-12.581523458607	2.66833810304802e-36	9.09327067861046e-35
transcript209552.rk.h1.chr17.nnic	44.3883587003667	-8.90815335389163	0.708038817728258	-12.5814476986918	2.67089858729836e-36	9.09327067861046e-35
transcript220896.rk.h2.chr14.nic	43.0733886546926	8.89534028330735	0.707348620483936	12.5756098558891	2.87572512920647e-36	9.7785305226832e-35
transcript77120.rk.h1.chr19.nnic	42.8269859164113	-8.86805992969351	0.70538391282351	-12.5719622583913	3.0115518431957e-36	1.02277647863304e-34
transcript141707.rk.h1.chr13.nnic	51.8299406254189	-9.13217779625827	0.726415868433842	-12.5715560371049	3.02706753386063e-36	1.02677981631925e-34
transcript81349.rk.h1.chr19.nnic	161.297107517455	-10.7758288004546	0.857564682652684	-12.5656163534184	3.26322035311715e-36	1.10552125689921e-34
transcript113933.rk.h2.chr06.nnic	57.479575440814	9.31788874463804	0.741624859531572	12.5641537293173	3.32412747300427e-36	1.12477202689136e-34
transcript17265.rk.h1.chr18.nnic	51.8714935027883	-9.14150700802433	0.72793929606858	-12.5580622689218	3.59017770999149e-36	1.21330386093614e-34
transcript257093.rk.h2.chr02.nnic	118.448755679108	10.3669996360364	0.825596788991203	12.556976691617	3.63976546181142e-36	1.22855465826804e-34
transcript5258.rk.h2.chr14.nnic	51.7190003596279	9.17632424176819	0.730868896050072	12.5553629267314	3.71474076308352e-36	1.25232686459742e-34
transcript59978.rk.h2.chr19.nnic	812.512145540848	13.1435505564166	1.04742241056498	12.5484717758969	4.05255807095958e-36	1.36454287223031e-34
transcript45175.rk.h1.chr04.nnic	40.2894797271231	-8.77213958067869	0.699252324858628	-12.5450274083139	4.23267873185215e-36	1.42345140795365e-34
transcript22110.rk.h2.chr14.nnic	39.1955344161635	8.75423096314607	0.698328919173033	12.5359708337912	4.74514650971798e-36	1.59384841850198e-34
transcript352975.rk.h1.chr11.nnic	105.261210251827	-10.1568269055555	0.810223282075222	-12.5358368862727	4.75317119225914e-36	1.59459919790979e-34
transcript57900.rk.h1.chr09.nnic	36.6948614208768	-8.64165553248047	0.689424354696245	-12.5345956719036	4.82817573383762e-36	1.61779129242201e-34
transcript144696.rk.h2.chr13.nnic	40.7368579070169	8.81787313781912	0.703703982768913	12.5306568581903	5.07406761186535e-36	1.69670821058112e-34
transcript260880.rk.h1.chr02.nnic	54.3892568138479	-9.2060767720359	0.73468607950008	-12.5306263844011	5.0760177377876e-36	1.69670821058112e-34
transcript293043.rk.h1.chr17.nnic	224.100149325138	-11.2478805770936	0.897675093325504	-12.5300129865751	5.11543000660673e-36	1.70780955966023e-34
transcript142019.rk.h2.chr03.nnic	44.1020844718401	8.94002597054869	0.713944917603439	12.5220108023998	5.65832474982633e-36	1.88677044291122e-34
transcript97968.rk.h2.chr16.nnic	43.5979876517594	8.92424496403187	0.712721996376649	12.5213547630088	5.7052929363032e-36	1.90013160029745e-34
transcript251434.rk.h2.chr07.nnic	48.7449003227723	9.08769233019714	0.72621784435913	12.5137276655833	6.28061941252595e-36	2.08921618936235e-34
transcript42469.rk.h1.chr04.nnic	36.9556666975944	-8.66408605925348	0.692497548808418	-12.5113598945755	6.47068732066085e-36	2.14984488387168e-34
transcript1768.rk.h1.chr06.nic	39.5895246641899	-8.73419801336555	0.698258366577164	-12.5085475970453	6.70387733948088e-36	2.22463727182315e-34
transcript133978.rk.h2.chr07.nnic	37.7566091393105	8.69951774776237	0.695494289051153	12.5083956614955	6.71671062249392e-36	2.22621372653851e-34
transcript9037.rk.h1.chr16.nnic	56.6057960820685	-9.25950067696832	0.740625312355465	-12.5022741222814	7.25458648116833e-36	2.40159946455312e-34
transcript29474.rk.h1.chr07.nnic	42.1532398146424	-8.84307565997248	0.707479922303818	-12.4994015818514	7.52153309286621e-36	2.48698182445155e-34
transcript187993.rk.h1.chr04.nic	455.609904060176	-12.2721618651753	0.981879648464744	-12.4986416455051	7.59377241147044e-36	2.50485357519917e-34
transcript144216.rk.h2.chr10.nnic	1319.55942739458	13.8433249077344	1.10758544473154	12.4986518860311	7.59279438230338e-36	2.50485357519917e-34
transcript89731.rk.h1.chr13.nnic	40.9497134961137	-8.80231917378823	0.704595079018944	-12.4927343887276	8.17933296883858e-36	2.69477712871676e-34
transcript202189.rk.h2.chr11.nnic	231.094273945624	11.3292497828729	0.906932163591672	12.4918381304355	8.27201202856236e-36	2.72205528438104e-34
transcript191740.rk.h2.chr05.nnic	55.2494961732297	9.26002733021732	0.741412735847202	12.4897063167333	8.49666999567242e-36	2.79264655955615e-34
transcript199204.rk.h2.chr02.nnic	37.4142954124335	8.70346952291674	0.697023299179655	12.4866263913417	8.83199129337055e-36	2.89939852435405e-34
transcript109207.rk.h1.chr05.nnic	52.2960554380908	-9.14477824077274	0.732766240774382	-12.4798028783485	9.62245755903148e-36	3.15513510176671e-34
transcript100191.rk.h2.chr15.nnic	54.5382774805676	9.25295481353009	0.741507895183043	12.4785654659091	9.77315671769620e-36	3.20073787723551e-34
transcript219883.rk.h2.chr18.nnic	854.165673752263	26.936139900621	2.15879756872546	12.4773810619603	9.91959620701097e-36	3.2448389350321e-34
transcript274149.rk.h1.chr18.nnic	36.037913457322	-8.62590854167116	0.691356389582786	-12.4767900776568	9.99347872720846e-36	3.26512911724202e-34
transcript150919.rk.h2.chr19.nnic	40.6392005474647	8.83186080507958	0.707879035966589	12.476511319508	1.00285175071155e-35	3.27269499642751e-34
transcript43283.rk.h2.chr04.nnic	34.2385989139599	8.58020274048021	0.687728280502459	12.4761522591618	1.00738298995129e-35	3.28359167955365e-34
transcript98035.rk.h1.chr15.nnic	38.5221970004086	-8.72336716979836	0.699301111018376	-12.4744077084258	1.0296899388277e-35	3.34837662162118e-34
transcript5727.rk.h1.chr16.nic	89.843519375272	-9.92921437354465	0.795965266740487	-12.4744317226369	1.02937957071013e-35	3.34837662162118e-34
transcript131589.rk.h1.chr01.nnic	48.3040731907616	-9.0274167064674	0.723770756318897	-12.4727569159894	1.05124977274349e-35	3.41445430314551e-34
transcript206083.rk.h2.chr07.nnic	45.4944275458224	8.97361186710999	0.719842576757023	12.4660754404625	1.14319041543658e-35	3.70870360569726e-34
transcript142035.rk.h2.chr03.nnic	37.6755883475579	8.70361687206576	0.698211278377679	12.4655919226755	1.15014580295048e-35	3.72249892487251e-34
transcript89313.rk.h2.chr05.nnic	35.0967382690206	8.61053724717811	0.690741130251858	12.4656501112632	1.14930654131402e-35	3.72249892487251e-34
transcript228750.rk.h2.chr04.nnic	49.8592355489271	9.10860905469466	0.730746327130893	12.4648030602597	1.16158394201254e-35	3.75510639845672e-34
transcript199329.rk.h1.chr05.nnic	40.649031133227	-8.77622628613666	0.704089525219193	-12.4646454346903	1.1638829527278e-35	3.75812756939997e-34
transcript105779.rk.h1.chr05.nnic	324.953795330834	-11.7847744317503	0.945625320191287	-12.4624142142962	1.19691505125701e-35	3.86026127128476e-34
transcript93880.rk.h1.chr08.nnic	212.220660375938	-11.171293802022	0.896691312196353	-12.4583495457975	1.25950263927326e-35	4.0573662214624e-34
transcript168982.rk.h2.chr18.nnic	43.1804303920813	8.90323853992124	0.714660271118613	12.4580012346084	1.26501482747978e-35	4.07036254594341e-34
transcript63680.rk.h1.chr07.nnic	968.005171181697	-13.3595962208738	1.07245889292136	-12.4569774273422	1.28135622662654e-35	4.11813238622809e-34
transcript186125.rk.h2.chr14.nnic	61.9471808319257	9.43476026259991	0.75745191388414	12.4559197615851	1.29845835049228e-35	4.16823290764671e-34
transcript51907.rk.h2.chr06.nnic	66.4479739601163	9.52699290152854	0.76494475341212	12.4544849272217	1.3220222726472e-35	4.23893590867541e-34
transcript112213.rk.h1.chr08.nnic	46.9747768734158	-9.00198040230256	0.722814177566866	-12.4540728193863	1.32886842393205e-35	4.25593290701865e-34
transcript52234.rk.h1.chr16.nnic	51.8820507280462	-9.13494825313539	0.733594958024583	-12.4523051217989	1.35863621868991e-35	4.34621572257564e-34
transcript268488.rk.h2.chr18.nnic	43.0919454964698	8.8980977716037	0.714617042375838	12.4515611075	1.37136258952149e-35	4.38183756417521e-34
transcript4120.rk.h1.chr18.nnic	44.6344534580799	-8.91040943294412	0.715670811495143	-12.4504301276853	1.39093524622935e-35	4.43922705526014e-34
transcript270337.rk.h2.chr18.nnic	42.3493586432878	8.88756544101655	0.713923339682964	12.4489072523715	1.41772921292164e-35	4.51950413327554e-34
transcript186130.rk.h2.chr02.nnic	40.8193065834052	8.81537080675182	0.708302749279112	12.4457667511863	1.47461430720595e-35	4.69541062004318e-34
transcript224925.rk.h1.chr14.nnic	46.4393410865206	-8.98729918650696	0.722177712226346	-12.4447196782087	1.49407999326894e-35	4.75189899013932e-34
transcript199512.rk.h2.chr07.nnic	49.2680791565696	9.09291796055187	0.730820582650411	12.442066050706	1.54456349689087e-35	4.90679497057269e-34
transcript311097.rk.h2.chr11.nnic	138.544902834431	10.5910303807326	0.85152502847698	12.4377205913436	1.63091847256908e-35	5.17515984907489e-34
transcript148041.rk.h1.chr02.nnic	39.0484015011302	-8.73712155015655	0.702822665745622	-12.4314737927346	1.7635270961514e-35	5.58950826344052e-34
transcript284055.rk.h2.chr07.nnic	41.4122755314013	8.83557957301001	0.710751010041861	12.4313289016496	1.76672675550534e-35	5.59321322148086e-34
transcript99737.rk.h1.chr13.nic	39.3723549421262	-8.73423201734262	0.702734299585037	-12.4289251606193	1.82065860159828e-35	5.75733637931361e-34
transcript40359.rk.h1.chr06.nnic	45.3659955110204	-8.94012217022155	0.719369869543808	-12.4277128480388	1.84847621573939e-35	5.83859867088418e-34
transcript7639.rk.h2.chr04.nnic	92.5995718806981	10.0088063676234	0.805369023550044	12.4276028441035	1.85102115827685e-35	5.83993994987619e-34
transcript257813.rk.h1.chr11.nnic	37.1817686744952	-8.64865457085807	0.696208732974823	-12.4225022773031	1.97292581827341e-35	6.21742515019503e-34
transcript39495.rk.h1.chr04.nnic	35.653990010729	-8.60612623661077	0.692928514460426	-12.4199337406576	2.0373015653309e-35	6.41295965873245e-34
transcript31076.rk.h2.chr05.nnic	84.5574417707039	9.88057926085707	0.795614277734188	12.418805867833	2.06622508980741e-35	6.49657964024719e-34
transcript4112.rk.h2.chr12.nic	46.4353277670969	9.01635411459419	0.726417893455274	12.4120760182642	2.24748677654742e-35	7.05844108169277e-34
transcript200225.rk.h2.chr07.nnic	52.1387122173245	9.17486549686399	0.739258031637091	12.4109108108656	2.28043740276615e-35	7.15376849480502e-34
transcript368872.rk.h2.chr11.nnic	42.4996326421659	8.87696162407279	0.715326164324079	12.409669975459	2.31605457062919e-35	7.25723447540839e-34
transcript24184.rk.h1.chr01.nnic	47.4056469229754	-9.01426227099519	0.726617706910717	-12.4057839291037	2.43121559483407e-35	7.60942853733124e-34
transcript99784.rk.h2.chr01.nnic	42.1444799580883	8.86594080685844	0.714758019799995	12.4041151847997	2.4823976668923e-35	7.76080351182911e-34
transcript124288.rk.h1.chr08.nnic	39.4788153209098	-8.72609393673877	0.703614361944933	-12.4018132782538	2.55476083868651e-35	7.97797934012953e-34
transcript63262.rk.h1.chr04.nnic	37.2112457946284	-8.65813143808458	0.698525068416034	-12.3948757597457	2.78577150488017e-35	8.68952486510922e-34
transcript51711.rk.h2.chr08.nnic	68.5692543162015	9.57170361539503	0.772306460723207	12.393659903391	2.8283439582519e-35	8.81233909978869e-34
transcript43493.rk.h1.chr16.nnic	107.371224223175	-10.1864136996592	0.822537594765564	-12.3841314542742	3.18514473423218e-35	9.9128182389782e-34
transcript83825.rk.h2.chr13.nnic	84.6277121937017	9.87741271654851	0.797626027299938	12.3835135495575	3.20976914929304e-35	9.97817964774019e-34
transcript95766.rk.h1.chr03.nnic	40.3574936737958	-8.78272275943372	0.70933659025471	-12.3816011750924	3.28718506152697e-35	1.02073210991699e-33
transcript38053.rk.h1.chr09.nnic	34.5710956261945	-8.54545543835613	0.690223489592957	-12.3807079405478	3.32397747940525e-35	1.03099450129796e-33
transcript77122.rk.h2.chr05.nnic	62.3310161945047	9.43931661893551	0.762569942623514	12.3782961946558	3.42537402280079e-35	1.06124945680542e-33
transcript277254.rk.h2.chr18.nnic	33.0512512228261	8.51600578424807	0.688166945181974	12.3749125758956	3.57283111272445e-35	1.1056908689637e-33
transcript89106.rk.h2.chr09.nnic	46.1005948178853	9.00659748214743	0.727844651622295	12.3743404063939	3.59838216702139e-35	1.11234837290988e-33
transcript160068.rk.h1.chr08.nnic	91.2635092994996	-9.95459528143585	0.804619474744356	-12.3718050505783	3.71380442978758e-35	1.14674120414394e-33
transcript147057.rk.h2.chr10.nnic	43.9120938488235	8.92779323215464	0.721694053953086	12.3706066071247	3.76963674146811e-35	1.16267754501967e-33
transcript27596.rk.h2.chr13.nnic	54.2987258756964	9.24755933196907	0.747593277194388	12.3697732631757	3.80895083100585e-35	1.17348918051895e-33
FUN.rk.hap1.019164-T1	38.6060535852181	-6.043593548981	0.488633359729909	-12.3683605071942	3.87653232111422e-35	1.19297575106647e-33
transcript210371.rk.h1.chr04.nnic	89.8880405942306	-9.92771312952515	0.8027549653075	-12.3670529097534	3.94014447515153e-35	1.21119865266851e-33
transcript10095.rk.h2.chr12.nnic	134.702023450876	10.5503455648202	0.853233699187872	12.3651299460655	4.03558175638747e-35	1.23915304700312e-33
transcript331844.rk.h1.chr17.nnic	47.9998462255816	-9.02841929492824	0.730385124107567	-12.3611763122363	4.23907712865314e-35	1.30018821107454e-33
transcript171072.rk.h2.chr17.nnic	81.7284979583902	9.83372684909147	0.795611965255676	12.3599534427958	4.30405939527239e-35	1.31865081116782e-33
transcript213421.rk.h1.chr08.nnic	36.0817990651735	-8.59424139225195	0.695375474013449	-12.3591379239322	4.34794452939042e-35	1.33061595747778e-33
transcript25144.rk.h2.chr13.nnic	33.5074040608951	8.5347310946906	0.690632741562068	12.3578431503071	4.41853457911808e-35	1.35071806784294e-33
transcript54417.rk.h2.chr07.nnic	34.9794494797872	8.58434216139861	0.694680383237397	12.357254312254	4.45101312307496e-35	1.35913807592964e-33
transcript50312.rk.h1.chr10.nnic	261.434012723672	-11.4713159082661	0.929334561640749	-12.3435804302956	5.27565574968711e-35	1.60916263913214e-33
transcript350250.rk.h1.chr11.nnic	39.1160466098907	-8.72218217175316	0.70723589462018	-12.3327764301859	6.03314948946114e-35	1.83817518128571e-33
transcript81038.rk.h1.chr01.nnic	42.9512724353681	-8.86024089407858	0.718557569809463	-12.3305929355501	6.19888943897455e-35	1.88658576594117e-33
transcript247202.rk.h1.chr18.nnic	32.9919521419289	-8.50290455757797	0.689912063000473	-12.3246207938419	6.67567715470422e-35	2.02945006481257e-33
transcript24335.rk.h2.chr09.nnic	34.9895268162639	8.61273716736316	0.698964161735736	12.3221441654107	6.88392849577368e-35	2.09045250892056e-33
transcript141078.rk.h2.chr12.nnic	47.1435884002744	9.02667712943775	0.732592859293647	12.3215467021356	6.93512592073882e-35	2.10368032197037e-33
transcript260500.rk.h1.chr08.nnic	36.0287580422611	-8.6192541569435	0.699554103464951	-12.3210686839683	6.97636020961271e-35	2.11386016780377e-33
transcript80469.rk.h1.chr19.nic	33.5949184367473	-8.4989233898982	0.689806835067981	-12.3207294532833	7.00577023980683e-35	2.12043878807692e-33
transcript153871.rk.h2.chr19.nnic	66.6746130012968	9.53868172562441	0.774485747712704	12.3161488171927	7.41516717883183e-35	2.2418874819601e-33
transcript107657.rk.h1.chr12.nnic	37.9331020002642	-8.70193836885376	0.706817431735725	-12.3114371238475	7.86108065563636e-35	2.37409807563807e-33
transcript5086.rk.h1.chr12.nnic	33.8853044815243	-8.5344583985331	0.693547367116356	-12.3055162533712	8.45937988108307e-35	2.55199014309607e-33
transcript156868.rk.h2.chr12.nnic	57.8093328887094	9.32536444124778	0.757996984429718	12.3026405550462	8.76607727480814e-35	2.64161998227616e-33
transcript261880.rk.h1.chr08.nnic	41.2867590460597	-8.80846940838454	0.71611824468414	-12.3003002280297	9.02381048521517e-35	2.7163148873692e-33
transcript294258.rk.h1.chr11.nnic	33.8671733002454	-8.52013205853287	0.692987597255078	-12.2947828969538	9.66159944438077e-35	2.90512481983165e-33
transcript23153.rk.h1.chr04.nnic	77.6053501629928	-9.71799261596819	0.790721283213987	-12.2900354679568	1.024610676846e-34	3.07751928815368e-33
transcript104172.rk.h1.chr07.nnic	35.2384791241188	-8.56009996735814	0.696521970461782	-12.2897773945062	1.02788689953235e-34	3.08399660934852e-33
transcript160670.rk.h2.chr18.nnic	42.8618931126569	8.89488141127669	0.724609838769454	12.275407999403	1.22771344130251e-34	3.67953333120729e-33
transcript4752.rk.h1.chr12.nnic	42.349763237237	-8.84561968179846	0.72063740707198	-12.2747162373087	1.23825174522547e-34	3.70708345855925e-33
transcript75688.rk.h1.chr08.nnic	38.5311506656838	-8.70550112442137	0.709393307474171	-12.2717553615183	1.28438264821769e-34	3.83899773420704e-33
transcript241494.rk.h2.chr14.nnic	167.136946151732	10.8622649572927	0.885146806627837	12.2717100439812	1.28510180842279e-34	3.83899773420704e-33
transcript280570.rk.h2.chr11.nnic	47.4928172573091	9.04168071228674	0.737050153185158	12.2673886888337	1.355549211821e-34	4.04505871518807e-33
transcript38021.rk.h1.chr16.nnic	34.5369802448524	-8.5426115074118	0.696704296666375	-12.2614594861649	1.458490757881e-34	4.34753365198228e-33
transcript52562.rk.h2.chr01.nnic	35.5097263106297	8.61693802067774	0.702963545254516	12.2580154815253	1.52181251233001e-34	4.53138184076816e-33
transcript140096.rk.h1.chr04.nnic	35.8634868585875	-8.59549725313923	0.701223163339595	-12.2578626926739	1.52468410914126e-34	4.53502963478162e-33
transcript114271.rk.h2.chr18.nic	57.0326444185277	9.31612544278419	0.760065690898904	12.2570003544908	1.54099258386306e-34	4.57859317554912e-33
transcript38192.rk.h2.chr06.nnic	32.9850304133958	8.51954784086898	0.695123807039275	12.2561589095274	1.55707295594946e-34	4.62138582173663e-33
transcript60825.rk.h1.chr05.nnic	116.318382173025	-10.3045942834219	0.84081537327331	-12.2554779693263	1.57020796476762e-34	4.65535392611351e-33
transcript106219.rk.h2.chr12.nnic	36.1920709377922	8.64581199209186	0.705619608474207	12.2527944068718	1.62305305959496e-34	4.80685488391657e-33
transcript99734.rk.h1.chr16.nnic	39.7633884634309	-8.75470625947095	0.714614378962167	-12.2509517261399	1.66035881132398e-34	4.91205829648727e-33
transcript112810.rk.h2.chr18.nnic	61.3875770632916	9.41674564463301	0.76907745612443	12.2442096951929	1.8042602444788e-34	5.33205363880682e-33
transcript43522.rk.h1.chr16.nnic	88.744270306797	-9.91140269704921	0.809747846610364	-12.2401099781108	1.89775312579747e-34	5.60233808615646e-33
transcript134943.rk.h1.chr12.nnic	36.7028558092111	-8.63607492011492	0.705946954334148	-12.233319893363	2.06330005877802e-34	6.0780185581736e-33
transcript88929.rk.h1.chr05.nnic	49.5424072350951	-4.16351592112596	0.340340654183663	-12.2333781461181	2.06182052973723e-34	6.0780185581736e-33
transcript166576.rk.h1.chr05.nnic	38.4626807884643	-8.71507327243707	0.712914906406599	-12.2245631198327	2.29813871508231e-34	6.7625678022983e-33
transcript72225.rk.h1.chr07.nnic	91.2156716179964	-9.95250250281202	0.814304295487175	-12.2220925985141	2.36906894830463e-34	6.96384909745511e-33
transcript63230.rk.h2.chr15.nnic	54.7384939964109	9.24939608114014	0.756981127036467	12.218793508566	2.46718995947122e-34	7.2445429694793e-33
transcript229362.rk.h2.chr08.nnic	32.5083393841746	8.47706857532183	0.69416427368471	12.2119055916325	2.68525234093638e-34	7.87645423071467e-33
transcript40720.rk.h1.chr04.nnic	32.0599728926916	-8.43544248335525	0.690881363607385	-12.209683062386	2.75962058998696e-34	8.08598190532032e-33
transcript195647.rk.h2.chr14.nnic	32.8206357782855	8.51988855457375	0.697932538375294	12.2073238975318	2.84080028971007e-34	8.31500131556688e-33
transcript31083.rk.h1.chr07.nnic	36.5317369431331	-8.63224160740443	0.7072110203614	-12.2060337846449	2.88619236933034e-34	8.43889558688594e-33
transcript199141.rk.h1.chr06.nnic	66.6912708507492	-9.501775906754	0.778780375074602	-12.2008414835104	3.07628279893151e-34	8.98515982300856e-33
transcript98849.rk.h1.chr19.nnic	57.9950560820419	-9.3010066836932	0.762417979676221	-12.1993538080556	3.13300348418311e-34	9.14113505983638e-33
transcript22825.rk.h1.chr16.nnic	32.8366791384721	-8.49239294911377	0.696144635004107	-12.1991789092272	3.13973974204629e-34	9.15109541959586e-33
transcript60806.rk.h1.chr15.nnic	90.4964121176611	-9.94191322770889	0.81497163899981	-12.1990910504693	3.14312906421243e-34	9.15129004393265e-33
transcript219593.rk.h1.chr04.nnic	35.9260910783691	-8.59833924173163	0.704908344203051	-12.1978116906144	3.19289664623913e-34	9.28637300183361e-33
transcript193075.rk.h2.chr08.nic	40.7424845261459	8.82786933109995	0.723820749800287	12.1962092597313	3.2563374426687e-34	9.46089685479156e-33
transcript125591.rk.h1.chr16.nnic	35.18534270259	-8.56835325574978	0.702657306693494	-12.1942135577726	3.33710145862487e-34	9.68533039777712e-33
transcript17910.rk.h2.chr07.nnic	43.2146114498175	8.91137737578494	0.731017345102515	12.1903774725554	3.49797357600261e-34	1.01415459161937e-32
transcript295393.rk.h2.chr17.nnic	35.5856735097469	8.61939263921743	0.707076022175401	12.1901922408553	3.50593359806481e-34	1.01539357614615e-32
transcript114833.rk.h2.chr04.nnic	42.4025227866131	8.88811342468723	0.729173947895953	12.1892909782831	3.54492136425648e-34	1.02560681865248e-32
transcript83279.rk.h2.chr16.nnic	62.3382530924351	9.43632924575902	0.774216529048121	12.1882301548906	3.59136372759263e-34	1.03795310754548e-32
transcript84746.rk.h2.chr12.nnic	42.5674356285338	8.8883523822612	0.729310003908666	12.187344660878	3.63059272080418e-34	1.04819093615419e-32
transcript315277.rk.h2.chr11.nnic	35.6048818073761	8.62801943600281	0.707966023869593	12.1870529730281	3.64360799719463e-34	1.05084706876159e-32
transcript80608.rk.h1.chr16.nnic	31.5829468595554	-8.42970811224633	0.691733677472115	-12.1863491496496	3.67520415856329e-34	1.05819705864837e-32
transcript210547.rk.h2.chr18.nnic	34.6499716763161	8.59225095765409	0.705073803345552	12.1863142792771	3.67677662246847e-34	1.05819705864837e-32
transcript141019.rk.h2.chr10.nnic	34.3298053248227	8.5867920968884	0.704806061301059	12.1831984262981	3.8200165040678e-34	1.09827468237515e-32
transcript130763.rk.h2.chr02.nic	32.4574189244072	8.48747552290111	0.696768191990892	12.1812040510197	3.91459627230288e-34	1.12429327557913e-32
transcript36418.rk.h1.chr16.nnic	511.02748632709	-12.4384166452032	1.02114504993001	-12.1808519230992	3.93153530186448e-34	1.12798205020056e-32
transcript43561.rk.h1.chr16.nnic	87.8747997744258	-9.89714970290928	0.812727414908543	-12.177698846326	4.0864953178628e-34	1.17122102538913e-32
transcript43728.rk.h1.chr10.nnic	31.9063151650179	-8.42695606466114	0.692017607808075	-12.1773723234486	4.10288514324594e-34	1.174696107073e-32
transcript84476.rk.h2.chr19.nic	31.0690894997501	8.42966750624168	0.692551948924429	12.1718919704629	4.38792288390679e-34	1.25500062296412e-32
transcript189877.rk.h1.chr05.nnic	38.998698196274	-8.71989113876426	0.716571959008456	-12.1688980836346	4.55185815835868e-34	1.30053764788043e-32
transcript80227.rk.h2.chr16.nnic	29.8189959128597	8.38130428825277	0.688884409630928	12.1664885590067	4.68820289129861e-34	1.33810541176205e-32
transcript66361.rk.h2.chr05.nnic	30.1654021129748	8.40774850331874	0.691159327325591	12.1647038112791	4.79180245573883e-34	1.36625895484901e-32
transcript205033.rk.h2.chr05.nnic	30.8214107319209	8.41705848896612	0.692260441417823	12.1588032268998	5.15077359164725e-34	1.46709159291355e-32
transcript206764.rk.h1.chr01.nnic	30.9917470622334	-8.37889508308213	0.689352121298544	-12.1547389559035	5.4134428166278e-34	1.54031462291714e-32
transcript21359.rk.h1.chr05.nnic	37.8698612930591	-8.68037996473521	0.714353469245414	-12.1513793079279	5.64058674614863e-34	1.60328875902138e-32
transcript73498.rk.h1.chr01.nnic	57.7535248804885	-9.28772236011297	0.764354605649362	-12.1510648218343	5.66232749131027e-34	1.60780913498102e-32
transcript132656.rk.h1.chr09.nnic	44.7256135338968	-8.92759057825376	0.734871134974815	-12.1485116959448	5.84193657105176e-34	1.65710050439216e-32
transcript260703.rk.h1.chr02.nic	31.2721297612126	-8.4094936684937	0.69254061617611	-12.1429609644082	6.25218550261522e-34	1.77164552776266e-32
transcript98582.rk.h1.chr13.nnic	44.9930837097778	-8.92769686886033	0.735612025827168	-12.1364204980492	6.77244391545599e-34	1.91709581462903e-32
transcript83782.rk.h1.chr13.nic	33.5808042627076	-8.49446896614035	0.700047205507916	-12.1341373828887	6.96399928522066e-34	1.96929601963894e-32
transcript72772.rk.h1.chr13.nnic	38.3976617136502	-8.70692071807831	0.717666043883116	-12.1322734888881	7.1243644905517e-34	2.01257816577708e-32
transcript117269.rk.h1.chr10.nnic	180.748353330531	-10.9380492829042	0.901581531382686	-12.1320689279531	7.1421863109503e-34	2.01554546682894e-32
transcript50714.rk.h1.chr03.nnic	33.7843070294456	-8.51861706209619	0.702163406104238	-12.1319581568049	7.15185542468122e-34	2.01620833123843e-32
transcript191215.rk.h1.chr14.nnic	51.6198613603471	-9.13339317697845	0.752955529532712	-12.1300565820224	7.31988437837532e-34	2.06021130573406e-32
transcript258769.rk.h2.chr08.nnic	38.2920426018177	8.74219300535701	0.720707052851158	12.130022830736	7.32290189272643e-34	2.06021130573406e-32
